ï»¿id,name,website,lat,long,primary_poc,sales_rep_id,id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd,modified_id,modified_acc,modified_st_qty,modified_pos_qty,modified_gloss_qty,modified_std_amt,modified_glo_amt,modified_pos_amt
1021,Apple,www.apple.com,42.29049481,-76.08400942,"Jodee Lupo",321520,20,1021,2015-12-11T16:53:18.000Z,483,0,21,504,2410.17,0,170.52,2580.69,1021,1021,483,21,0,2410.17,0,170.52
1021,Apple,www.apple.com,42.29049481,-76.08400942,"Jodee Lupo",321520,19,1021,2015-11-11T07:37:01.000Z,497,61,0,558,2480.03,456.89,0,2936.92,1021,1021,497,0,61,2480.03,456.89,0
1021,Apple,www.apple.com,42.29049481,-76.08400942,"Jodee Lupo",321520,18,1021,2015-10-12T02:21:56.000Z,516,23,0,539,2574.84,172.27,0,2747.11,1021,1021,516,0,23,2574.84,172.27,0
1031,"Berkshire Hathaway",www.berkshirehathaway.com,40.94902131,-75.76389759,"Serafina Banda",321530,24,1031,2016-12-25T03:54:27.000Z,1148,0,215,1363,5728.52,0,1745.8,7474.32,1031,1031,1148,215,0,5728.52,0,1745.8
1041,McKesson,www.mckesson.com,42.21709326,-75.28499823,"Angeles Crusoe",321540,27,1041,2016-12-12T07:50:01.000Z,157,34,21,212,783.43,254.66,170.52,1208.61,1041,1041,157,21,34,783.43,254.66,170.52
1041,McKesson,www.mckesson.com,42.21709326,-75.28499823,"Angeles Crusoe",321540,26,1041,2016-11-13T10:11:52.000Z,307,22,0,329,1531.93,164.78,0,1696.71,1041,1041,307,0,22,1531.93,164.78,0
1041,McKesson,www.mckesson.com,42.21709326,-75.28499823,"Angeles Crusoe",321540,25,1041,2016-10-14T23:54:21.000Z,298,28,69,395,1487.02,209.72,560.28,2257.02,1041,1041,298,69,28,1487.02,209.72,560.28
1051,"UnitedHealth Group",www.unitedhealthgroup.com,40.08792542,-75.57569396,"Savanna Gayman",321550,33,1051,2016-12-30T08:45:43.000Z,495,1,1,497,2470.05,7.49,8.12,2485.66,1051,1051,495,1,1,2470.05,7.49,8.12
1051,"UnitedHealth Group",www.unitedhealthgroup.com,40.08792542,-75.57569396,"Savanna Gayman",321550,32,1051,2016-11-30T07:31:16.000Z,490,18,0,508,2445.1,134.82,0,2579.92,1051,1051,490,0,18,2445.1,134.82,0
1051,"UnitedHealth Group",www.unitedhealthgroup.com,40.08792542,-75.57569396,"Savanna Gayman",321550,31,1051,2016-10-31T06:47:30.000Z,505,71,19,595,2519.95,531.79,154.28,3206.02,1051,1051,505,19,71,2519.95,531.79,154.28
1051,"UnitedHealth Group",www.unitedhealthgroup.com,40.08792542,-75.57569396,"Savanna Gayman",321550,30,1051,2016-10-01T00:48:28.000Z,486,0,1,487,2425.14,0,8.12,2433.26,1051,1051,486,1,0,2425.14,0,8.12
1051,"UnitedHealth Group",www.unitedhealthgroup.com,40.08792542,-75.57569396,"Savanna Gayman",321550,29,1051,2016-09-01T05:38:19.000Z,498,35,9,542,2485.02,262.15,73.08,2820.25,1051,1051,498,9,35,2485.02,262.15,73.08
1051,"UnitedHealth Group",www.unitedhealthgroup.com,40.08792542,-75.57569396,"Savanna Gayman",321550,28,1051,2016-08-02T20:13:27.000Z,505,84,0,589,2519.95,629.16,0,3149.11,1051,1051,505,0,84,2519.95,629.16,0
1061,"CVS Health",www.cvshealth.com,41.46779585,-73.76763638,"Anabel Haskell",321560,36,1061,2016-12-16T21:32:36.000Z,290,22,18,330,1447.1,164.78,146.16,1758.04,1061,1061,290,18,22,1447.1,164.78,146.16
1061,"CVS Health",www.cvshealth.com,41.46779585,-73.76763638,"Anabel Haskell",321560,35,1061,2016-11-17T08:43:27.000Z,249,3,17,269,1242.51,22.47,138.04,1403.02,1061,1061,249,17,3,1242.51,22.47,138.04
1061,"CVS Health",www.cvshealth.com,41.46779585,-73.76763638,"Anabel Haskell",321560,34,1061,2016-10-19T16:04:11.000Z,290,52,23,365,1447.1,389.48,186.76,2023.34,1061,1061,290,23,52,1447.1,389.48,186.76
1071,"General Motors",www.gm.com,40.80551762,-76.7101814,"Barrie Omeara",321570,37,1071,2016-12-13T09:01:03.000Z,803,31,19,853,4006.97,232.19,154.28,4393.44,1071,1071,803,19,31,4006.97,232.19,154.28
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,59,1081,2016-12-23T13:19:56.000Z,293,29,0,322,1462.07,217.21,0,1679.28,1081,1081,293,0,29,1462.07,217.21,0
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,58,1081,2016-11-23T04:38:57.000Z,334,25,20,379,1666.66,187.25,162.4,2016.31,1081,1081,334,20,25,1666.66,187.25,162.4
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,57,1081,2016-10-24T21:46:10.000Z,303,28,0,331,1511.97,209.72,0,1721.69,1081,1081,303,0,28,1511.97,209.72,0
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,56,1081,2016-09-24T09:47:30.000Z,319,45,101,465,1591.81,337.05,820.12,2748.98,1081,1081,319,101,45,1591.81,337.05,820.12
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,55,1081,2016-08-26T16:47:57.000Z,272,25,30,327,1357.28,187.25,243.6,1788.13,1081,1081,272,30,25,1357.28,187.25,243.6
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,54,1081,2016-07-28T22:48:55.000Z,302,54,19,375,1506.98,404.46,154.28,2065.72,1081,1081,302,19,54,1506.98,404.46,154.28
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,53,1081,2016-06-28T06:18:20.000Z,328,25,21,374,1636.72,187.25,170.52,1994.49,1081,1081,328,21,25,1636.72,187.25,170.52
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,52,1081,2016-05-30T04:02:38.000Z,273,74,29,376,1362.27,554.26,235.48,2152.01,1081,1081,273,29,74,1362.27,554.26,235.48
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,51,1081,2016-04-30T07:46:13.000Z,501,26,15,542,2499.99,194.74,121.8,2816.53,1081,1081,501,15,26,2499.99,194.74,121.8
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,50,1081,2016-03-02T06:07:31.000Z,270,40,31,341,1347.3,299.6,251.72,1898.62,1081,1081,270,31,40,1347.3,299.6,251.72
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,49,1081,2016-02-01T20:00:37.000Z,298,26,25,349,1487.02,194.74,203,1884.76,1081,1081,298,25,26,1487.02,194.74,203
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,48,1081,2016-01-03T23:21:47.000Z,314,20,208,542,1566.86,149.8,1688.96,3405.62,1081,1081,314,208,20,1566.86,149.8,1688.96
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,47,1081,2015-12-05T21:51:34.000Z,311,31,7,349,1551.89,232.19,56.84,1840.92,1081,1081,311,7,31,1551.89,232.19,56.84
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,46,1081,2015-11-06T04:19:20.000Z,321,38,16,375,1601.79,284.62,129.92,2016.33,1081,1081,321,16,38,1601.79,284.62,129.92
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,45,1081,2015-09-07T15:35:21.000Z,293,30,20,343,1462.07,224.7,162.4,1849.17,1081,1081,293,20,30,1462.07,224.7,162.4
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,44,1081,2015-08-09T18:29:20.000Z,297,24,9,330,1482.03,179.76,73.08,1734.87,1081,1081,297,9,24,1482.03,179.76,73.08
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,43,1081,2015-07-11T23:17:32.000Z,433,18,73,524,2160.67,134.82,592.76,2888.25,1081,1081,433,73,18,2160.67,134.82,592.76
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,42,1081,2015-06-11T13:43:57.000Z,291,36,62,389,1452.09,269.64,503.44,2225.17,1081,1081,291,62,36,1452.09,269.64,503.44
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,41,1081,2015-05-12T23:20:46.000Z,273,30,19,322,1362.27,224.7,154.28,1741.25,1081,1081,273,19,30,1362.27,224.7,154.28
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,40,1081,2015-04-12T04:38:22.000Z,292,30,11,333,1457.08,224.7,89.32,1771.1,1081,1081,292,11,30,1457.08,224.7,89.32
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,39,1081,2015-03-13T09:48:32.000Z,309,0,25,334,1541.91,0,203,1744.91,1081,1081,309,25,0,1541.91,0,203
1081,"Ford Motor",www.ford.com,41.113942,-75.85422452,"Kym Hagerman",321580,38,1081,2015-02-12T22:57:54.000Z,283,61,23,367,1412.17,456.89,186.76,2055.82,1081,1081,283,23,61,1412.17,456.89,186.76
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,87,1091,2016-12-14T21:26:59.000Z,153,0,13,166,763.47,0,105.56,869.03,1091,1091,153,13,0,763.47,0,105.56
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,86,1091,2016-11-15T18:16:13.000Z,254,2,5,261,1267.46,14.98,40.6,1323.04,1091,1091,254,5,2,1267.46,14.98,40.6
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,85,1091,2016-10-17T13:31:48.000Z,146,10,0,156,728.54,74.9,0,803.44,1091,1091,146,0,10,728.54,74.9,0
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,84,1091,2016-09-18T20:57:59.000Z,172,0,15,187,858.28,0,121.8,980.08,1091,1091,172,15,0,858.28,0,121.8
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,83,1091,2016-08-20T04:50:59.000Z,137,12,6,155,683.63,89.88,48.72,822.23,1091,1091,137,6,12,683.63,89.88,48.72
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,82,1091,2016-07-21T18:51:18.000Z,148,0,50,198,738.52,0,406,1144.52,1091,1091,148,50,0,738.52,0,406
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,81,1091,2016-06-22T01:09:48.000Z,149,8,0,157,743.51,59.92,0,803.43,1091,1091,149,0,8,743.51,59.92,0
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,80,1091,2016-05-23T07:40:57.000Z,156,0,11,167,778.44,0,89.32,867.76,1091,1091,156,11,0,778.44,0,89.32
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,79,1091,2016-04-24T07:33:58.000Z,145,0,15,160,723.55,0,121.8,845.35,1091,1091,145,15,0,723.55,0,121.8
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,78,1091,2016-03-25T22:26:45.000Z,99,0,33,132,494.01,0,267.96,761.97,1091,1091,99,33,0,494.01,0,267.96
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,77,1091,2016-02-25T07:04:29.000Z,144,5,19,168,718.56,37.45,154.28,910.29,1091,1091,144,19,5,718.56,37.45,154.28
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,76,1091,2016-01-26T06:32:50.000Z,153,0,69,222,763.47,0,560.28,1323.75,1091,1091,153,69,0,763.47,0,560.28
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,75,1091,2015-12-28T18:48:29.000Z,144,10,17,171,718.56,74.9,138.04,931.5,1091,1091,144,17,10,718.56,74.9,138.04
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,74,1091,2015-11-29T21:32:47.000Z,162,13,0,175,808.38,97.37,0,905.75,1091,1091,162,0,13,808.38,97.37,0
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,73,1091,2015-10-31T16:07:00.000Z,135,0,8,143,673.65,0,64.96,738.61,1091,1091,135,8,0,673.65,0,64.96
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,72,1091,2015-10-01T15:53:49.000Z,163,25,0,188,813.37,187.25,0,1000.62,1091,1091,163,0,25,813.37,187.25,0
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,71,1091,2015-09-01T14:30:59.000Z,150,19,21,190,748.5,142.31,170.52,1061.33,1091,1091,150,21,19,748.5,142.31,170.52
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,70,1091,2015-08-03T12:02:33.000Z,122,5,0,127,608.78,37.45,0,646.23,1091,1091,122,0,5,608.78,37.45,0
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,69,1091,2015-07-05T02:45:54.000Z,145,0,9,154,723.55,0,73.08,796.63,1091,1091,145,9,0,723.55,0,73.08
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,68,1091,2015-06-05T19:18:24.000Z,150,0,11,161,748.5,0,89.32,837.82,1091,1091,150,11,0,748.5,0,89.32
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,67,1091,2015-04-07T13:29:20.000Z,95,0,0,95,474.05,0,0,474.05,1091,1091,95,0,0,474.05,0,0
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,66,1091,2015-02-08T10:01:50.000Z,132,14,10,156,658.68,104.86,81.2,844.74,1091,1091,132,10,14,658.68,104.86,81.2
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,65,1091,2015-01-09T14:16:50.000Z,148,15,92,255,738.52,112.35,747.04,1597.91,1091,1091,148,92,15,738.52,112.35,747.04
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,64,1091,2014-12-11T10:36:32.000Z,261,25,13,299,1302.39,187.25,105.56,1595.2,1091,1091,261,13,25,1302.39,187.25,105.56
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,63,1091,2014-11-12T06:54:10.000Z,146,10,17,173,728.54,74.9,138.04,941.48,1091,1091,146,17,10,728.54,74.9,138.04
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,62,1091,2014-10-13T12:12:55.000Z,146,196,3,345,728.54,1468.04,24.36,2220.94,1091,1091,146,3,196,728.54,1468.04,24.36
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,61,1091,2014-09-13T05:11:21.000Z,150,28,16,194,748.5,209.72,129.92,1088.14,1091,1091,150,16,28,748.5,209.72,129.92
1091,AT&T,www.att.com,42.4974627,-74.90271225,"Jamel Mosqueda",321590,60,1091,2014-08-15T05:38:05.000Z,150,0,19,169,748.5,0,154.28,902.78,1091,1091,150,19,0,748.5,0,154.28
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,99,1101,2016-06-12T12:56:04.000Z,150,0,12,162,748.5,0,97.44,845.94,1101,1101,150,12,0,748.5,0,97.44
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,98,1101,2016-05-13T02:19:44.000Z,163,16,22,201,813.37,119.84,178.64,1111.85,1101,1101,163,22,16,813.37,119.84,178.64
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,97,1101,2016-04-14T00:14:37.000Z,160,16,0,176,798.4,119.84,0,918.24,1101,1101,160,0,16,798.4,119.84,0
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,96,1101,2016-03-15T11:36:03.000Z,14,8,16,38,69.86,59.92,129.92,259.7,1101,1101,14,16,8,69.86,59.92,129.92
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,95,1101,2016-02-15T07:57:58.000Z,168,1,2,171,838.32,7.49,16.24,862.05,1101,1101,168,2,1,838.32,7.49,16.24
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,94,1101,2016-01-17T14:32:49.000Z,149,11,6,166,743.51,82.39,48.72,874.62,1101,1101,149,6,11,743.51,82.39,48.72
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,93,1101,2015-12-19T18:36:08.000Z,158,52,2,212,788.42,389.48,16.24,1194.14,1101,1101,158,2,52,788.42,389.48,16.24
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,92,1101,2015-11-21T00:11:01.000Z,155,5,34,194,773.45,37.45,276.08,1086.98,1101,1101,155,34,5,773.45,37.45,276.08
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,91,1101,2015-10-21T16:35:51.000Z,148,0,17,165,738.52,0,138.04,876.56,1101,1101,148,17,0,738.52,0,138.04
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,90,1101,2015-09-21T05:12:37.000Z,139,0,0,139,693.61,0,0,693.61,1101,1101,139,0,0,693.61,0,0
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,89,1101,2015-08-22T19:40:36.000Z,175,20,19,214,873.25,149.8,154.28,1177.33,1101,1101,175,19,20,873.25,149.8,154.28
1101,"General Electric",www.ge.com,41.1697121,-77.29713174,"Parker Hoggan",321600,88,1101,2015-06-24T13:08:15.000Z,182,339,17,538,908.18,2539.11,138.04,3585.33,1101,1101,182,17,339,908.18,2539.11,138.04
1111,AmerisourceBergen,www.amerisourcebergen.com,41.91146908,-74.4762077,"Tuan Trainer",321610,101,1111,2015-12-15T22:02:35.000Z,349,41,0,390,1741.51,307.09,0,2048.6,1111,1111,349,0,41,1741.51,307.09,0
1111,AmerisourceBergen,www.amerisourcebergen.com,41.91146908,-74.4762077,"Tuan Trainer",321610,100,1111,2015-11-15T17:49:49.000Z,301,77,23,401,1501.99,576.73,186.76,2265.48,1111,1111,301,23,77,1501.99,576.73,186.76
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,117,1121,2016-12-07T18:48:16.000Z,321,38,9,368,1601.79,284.62,73.08,1959.49,1121,1121,321,9,38,1601.79,284.62,73.08
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,116,1121,2016-11-08T02:29:47.000Z,294,23,47,364,1467.06,172.27,381.64,2020.97,1121,1121,294,47,23,1467.06,172.27,381.64
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,115,1121,2016-10-10T10:54:31.000Z,303,30,133,466,1511.97,224.7,1079.96,2816.63,1121,1121,303,133,30,1511.97,224.7,1079.96
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,114,1121,2016-09-11T23:20:42.000Z,305,19,0,324,1521.95,142.31,0,1664.26,1121,1121,305,0,19,1521.95,142.31,0
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,113,1121,2016-08-13T20:41:27.000Z,302,14,0,316,1506.98,104.86,0,1611.84,1121,1121,302,0,14,1506.98,104.86,0
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,112,1121,2016-07-15T03:35:43.000Z,294,19,13,326,1467.06,142.31,105.56,1714.93,1121,1121,294,13,19,1467.06,142.31,105.56
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,111,1121,2016-05-17T13:18:04.000Z,304,40,26,370,1516.96,299.6,211.12,2027.68,1121,1121,304,26,40,1516.96,299.6,211.12
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,110,1121,2016-04-18T15:26:58.000Z,298,0,21,319,1487.02,0,170.52,1657.54,1121,1121,298,21,0,1487.02,0,170.52
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,109,1121,2016-03-19T07:18:30.000Z,294,26,0,320,1467.06,194.74,0,1661.8,1121,1121,294,0,26,1467.06,194.74,0
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,108,1121,2016-02-19T18:07:00.000Z,284,48,7,339,1417.16,359.52,56.84,1833.52,1121,1121,284,7,48,1417.16,359.52,56.84
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,107,1121,2016-01-20T15:31:29.000Z,200,38,22,260,998,284.62,178.64,1461.26,1121,1121,200,22,38,998,284.62,178.64
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,106,1121,2015-12-21T01:14:30.000Z,291,0,16,307,1452.09,0,129.92,1582.01,1121,1121,291,16,0,1452.09,0,129.92
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,105,1121,2015-11-22T17:26:40.000Z,331,32,10,373,1651.69,239.68,81.2,1972.57,1121,1121,331,10,32,1651.69,239.68,81.2
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,104,1121,2015-10-24T15:43:59.000Z,298,72,27,397,1487.02,539.28,219.24,2245.54,1121,1121,298,27,72,1487.02,539.28,219.24
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,103,1121,2015-09-25T13:56:00.000Z,298,64,0,362,1487.02,479.36,0,1966.38,1121,1121,298,0,64,1487.02,479.36,0
1121,Verizon,www.verizon.com,41.3414106,-75.77193559,"Chantell Drescher",321620,102,1121,2015-08-26T00:32:35.000Z,293,33,11,337,1462.07,247.17,89.32,1798.56,1121,1121,293,11,33,1462.07,247.17,89.32
1131,Chevron,www.chevron.com,42.6119413,-76.36123105,"Paige Bartos",321630,125,1131,2016-12-07T06:28:31.000Z,303,28,0,331,1511.97,209.72,0,1721.69,1131,1131,303,0,28,1511.97,209.72,0
1131,Chevron,www.chevron.com,42.6119413,-76.36123105,"Paige Bartos",321630,124,1131,2016-11-07T05:10:56.000Z,0,0,0,0,0,0,0,0,1131,1131,0,0,0,0,0,0
1131,Chevron,www.chevron.com,42.6119413,-76.36123105,"Paige Bartos",321630,123,1131,2016-10-09T15:13:25.000Z,307,20,38,365,1531.93,149.8,308.56,1990.29,1131,1131,307,38,20,1531.93,149.8,308.56
